,year,selling_price,mileage,engine,max_power,torque,Max_Power_To_Age,Price_To_Age,Price_To_Torque,Price_To_Max_Power,Price_To_engine
1030,2017,650000,18.6,1197.0,81.83,114.7,11.69,92857.14285714286,5666.957279860506,7943.297079310766,543.0242272347535
1031,2017,300000,24.7,796.0,47.3,69.0,6.7571,42857.142857142855,4347.826086956522,6342.494714587739,376.88442211055275
1032,2010,270000,19.3,1248.0,73.9,190.0,5.2786,19285.714285714286,1421.0526315789473,3653.585926928281,216.34615384615384
1033,2015,400000,24.4,1120.0,71.0,180.4,7.8889,44444.444444444445,2217.294900221729,5633.802816901409,357.14285714285717
1034,2015,280000,22.74,796.0,47.3,69.0,5.2556,31111.11111111111,4057.9710144927535,5919.661733615222,351.75879396984925
1035,2009,250000,17.5,1298.0,85.8,114.0,5.72,16666.666666666668,2192.9824561403507,2913.7529137529136,192.6040061633282
1036,2012,495000,19.3,1248.0,73.9,190.0,6.1583,41250.0,2605.2631578947367,6698.240866035182,396.63461538461536
1037,2019,700000,19.5,1199.0,88.76,110.0,17.752,140000.0,6363.636363636364,7886.435331230284,583.8198498748958
1038,2013,310000,25.0,1396.0,69.0,140.0,6.2727,28181.81818181818,2214.285714285714,4492.753623188406,222.06303724928367
1039,2017,650000,19.87,1461.0,83.8,200.0,11.9714,92857.14285714286,3250.0,7756.5632458233895,444.90075290896647
1040,2015,600000,19.0,1199.0,88.7,110.0,9.8556,66666.66666666667,5454.545454545455,6764.374295377677,500.4170141784821
1041,2014,650000,23.4,1248.0,74.0,190.0,7.4,65000.0,3421.0526315789475,8783.783783783783,520.8333333333334
1042,2012,550000,16.8,1497.0,116.3,146.0,9.6917,45833.333333333336,3767.123287671233,4729.14875322442,367.40146960587845
1043,2017,650000,28.4,1248.0,74.02,190.0,10.5743,92857.14285714286,3421.0526315789475,8781.41042961362,520.8333333333334
1044,2017,450000,18.5,1198.0,86.8,109.0,12.4,64285.71428571428,4128.440366972477,5184.331797235023,375.6260434056761
1045,2015,650000,20.73,1373.0,91.1,130.0,10.1222,72222.22222222222,5000.0,7135.016465422613,473.4158776402039
1046,2017,430000,17.0,1197.0,81.86,113.75,11.6943,61428.57142857143,3780.21978021978,5252.870754947471,359.2314118629908
1047,2019,700000,22.0,1197.0,81.8,113.0,16.36,140000.0,6194.690265486725,8557.457212713936,584.7953216374269
1048,2011,229999,18.5,1197.0,85.8,114.0,6.6,17692.23076923077,2017.5350877192982,2680.641025641026,192.14619883040936
1049,2017,509999,18.49,1493.0,100.0,240.0,14.2857,72857.0,2124.9958333333334,5099.99,341.5934360348292
1050,2016,670000,15.85,1499.0,110.4,140.0,13.8,83750.0,4785.714285714285,6068.840579710145,446.9646430953969
1051,2019,525000,23.84,1199.0,83.83,114.0,16.766,105000.0,4605.263157894737,6262.674460217107,437.8648874061718
1052,2016,515000,19.87,1461.0,83.8,200.0,10.475,64375.0,2575.0,6145.584725536993,352.498288843258
1053,2020,630000,21.01,1197.0,81.8,113.0,20.45,157500.0,5575.221238938053,7701.711491442543,526.3157894736842
1054,2019,270000,22.7,799.0,53.64,72.0,10.728,54000.0,3750.0,5033.557046979866,337.9224030037547
1055,2016,300000,22.74,796.0,47.3,69.0,5.9125,37500.0,4347.826086956522,6342.494714587739,376.88442211055275
1056,2005,90000,19.7,796.0,46.3,62.0,2.4368,4736.8421052631575,1451.6129032258063,1943.8444924406049,113.06532663316582
1057,2017,750000,24.52,1248.0,88.5,200.0,12.6429,107142.85714285714,3750.0,8474.57627118644,600.9615384615385
1058,2009,135000,18.9,1061.0,67.0,84.0,4.4667,9000.0,1607.142857142857,2014.9253731343283,127.23845428840717
1059,2013,275000,15.1,1196.0,73.0,101.0,6.6364,25000.0,2722.772277227723,3767.123287671233,229.93311036789297
1060,2018,740000,17.0,1198.0,108.5,170.0,18.0833,123333.33333333333,4352.941176470588,6820.276497695852,617.6961602671118
1061,2019,690000,17.8,1198.0,86.7,109.0,17.34,138000.0,6330.275229357798,7958.477508650519,575.9599332220367
1062,2018,1000000,17.1,1496.0,105.5,140.0,17.5833,166666.66666666666,7142.857142857143,9478.67298578199,668.4491978609626
1063,2018,1000000,17.1,1496.0,105.5,140.0,17.5833,166666.66666666666,7142.857142857143,9478.67298578199,668.4491978609626
1064,2019,550000,20.7,1197.0,81.86,113.75,16.372,110000.0,4835.1648351648355,6718.788174932813,459.4820384294068
1065,2016,600000,21.01,1197.0,81.8,113.0,10.225,75000.0,5309.734513274337,7334.963325183375,501.2531328320802
1066,2016,675000,14.3,1598.0,103.52,153.0,12.94,84375.0,4411.764705882353,6520.47913446677,422.4030037546934
1067,2017,850000,17.8,1497.0,117.3,145.0,16.7571,121428.57142857143,5862.068965517241,7246.376811594203,567.8022712090849
1068,2018,925000,28.09,1248.0,88.5,200.0,14.75,154166.66666666666,4625.0,10451.977401129943,741.1858974358975
1069,2015,625000,16.5,1499.0,110.0,140.0,12.2222,69444.44444444444,4464.285714285715,5681.818181818182,416.9446297531688
1070,2014,200000,22.74,796.0,47.3,69.0,4.73,20000.0,2898.550724637681,4228.329809725159,251.25628140703517
1071,2014,635000,18.0,1497.0,117.3,145.0,11.73,63500.0,4379.310344827586,5413.469735720375,424.1816967267869
1072,2016,550000,18.2,1199.0,88.7,110.0,11.0875,68750.0,5000.0,6200.676437429537,458.7155963302752
1073,2014,425000,21.79,1248.0,88.73,200.0,8.873,42500.0,2125.0,4789.811788572072,340.54487179487177
1074,2011,220000,18.9,998.0,67.1,90.0,5.1615,16923.076923076922,2444.4444444444443,3278.6885245901644,220.44088176352705
1075,2018,590000,18.9,1197.0,81.86,113.75,13.6433,98333.33333333333,5186.813186813187,7207.427314927926,492.8989139515455
1076,2015,350000,18.5,1197.0,85.8,114.0,9.5333,38888.88888888889,3070.1754385964914,4079.2540792540794,292.39766081871346
1077,2018,575000,21.4,1197.0,83.1,115.0,13.85,95833.33333333333,5000.0,6919.374247894104,480.3675856307435
1078,2011,200000,18.06,1198.0,75.0,104.0,5.7692,15384.615384615385,1923.076923076923,2666.6666666666665,166.9449081803005
1079,2015,600000,22.77,1498.0,98.59,205.0,10.9544,66666.66666666667,2926.829268292683,6085.809919870169,400.5340453938585
1080,2012,158000,19.09,1396.0,69.0,135.0,5.75,13166.666666666666,1170.3703703703704,2289.855072463768,113.18051575931231
1081,2017,580000,17.36,1197.0,81.86,113.75,11.6943,82857.14285714286,5098.9010989010985,7085.267529929148,484.54469507101084
1082,2018,350000,23.01,999.0,67.0,91.0,11.1667,58333.333333333336,3846.153846153846,5223.880597014925,350.35035035035037
1083,2014,650000,17.4,1497.0,117.3,145.0,11.73,65000.0,4482.758620689655,5541.346973572037,434.2017368069472
1084,2017,400000,20.51,998.0,67.04,90.0,9.5771,57142.857142857145,4444.444444444444,5966.587112171837,400.80160320641284
1085,2018,700000,21.5,1497.0,108.5,260.0,18.0833,116666.66666666667,2692.3076923076924,6451.612903225807,467.6018704074816
1086,2017,520000,19.1,1197.0,82.0,114.0,11.7143,74285.71428571429,4561.403508771929,6341.463414634146,434.4193817878028
1087,2017,350000,25.17,799.0,53.3,72.0,7.6143,50000.0,4861.111111111111,6566.604127579738,438.0475594493116
1088,2008,165000,19.81,1086.0,68.05,99.04,4.2531,10312.5,1665.9935379644587,2424.6877296105804,151.93370165745856
1089,2010,160000,17.92,1086.0,62.1,96.1,4.4357,11428.57142857143,1664.9323621227888,2576.489533011272,147.32965009208104
1090,2015,285000,23.95,998.0,67.05,90.0,7.45,31666.666666666668,3166.6666666666665,4250.559284116332,285.57114228456913
1091,2018,700000,19.0,1194.0,94.68,120.0,15.78,116666.66666666667,5833.333333333333,7393.32488381918,586.2646566164154
1092,2018,900000,19.34,1462.0,103.0,138.0,17.1667,150000.0,6521.739130434783,8737.864077669903,615.595075239398
1093,2005,180000,19.7,796.0,46.3,62.0,2.4368,9473.684210526315,2903.2258064516127,3887.6889848812098,226.13065326633165
1094,2016,220000,21.1,814.0,55.2,74.5,6.9,27500.0,2953.020134228188,3985.5072463768115,270.27027027027026
1095,2013,120000,22.3,1248.0,74.0,190.0,6.7273,10909.09090909091,631.578947368421,1621.6216216216217,96.15384615384616
1096,2013,420000,22.1,1248.0,76.9,205.0,6.9909,38181.818181818184,2048.7804878048782,5461.638491547464,336.53846153846155
1097,2013,160000,19.4,1405.0,70.0,135.4,6.3636,14545.454545454546,1181.6838995568685,2285.714285714286,113.87900355871886
1098,2015,250000,21.1,814.0,55.2,74.5,6.1333,27777.777777777777,3355.7046979865772,4528.985507246377,307.12530712530713
1099,2013,385000,20.77,1248.0,88.8,200.0,8.0727,35000.0,1925.0,4335.585585585586,308.4935897435897
1100,2014,318000,20.51,998.0,67.06,90.0,6.706,31800.0,3533.3333333333335,4742.02206978825,318.6372745490982
1101,2018,480000,20.14,1197.0,81.86,113.75,13.6433,80000.0,4219.780219780219,5863.669679941363,401.0025062656642
1102,2015,330000,23.1,998.0,67.04,90.0,7.4489,36666.666666666664,3666.6666666666665,4922.434367541766,330.66132264529057
1103,2011,152000,17.0,1405.0,71.0,135.0,5.4615,11692.307692307691,1125.9259259259259,2140.845070422535,108.18505338078292
1104,2014,250000,22.74,796.0,47.3,69.0,4.73,25000.0,3623.1884057971015,5285.412262156448,314.07035175879395
1105,2011,248000,17.0,1405.0,71.0,135.0,5.4615,19076.923076923078,1837.037037037037,3492.957746478873,176.51245551601423
1106,2011,300000,18.06,1198.0,75.0,104.0,5.7692,23076.923076923078,2884.6153846153848,4000.0,250.41736227045075
1107,2017,550000,18.6,1197.0,81.83,114.7,11.69,78571.42857142857,4795.117698343504,6721.251374801418,459.4820384294068
1108,2016,650000,22.54,1396.0,88.73,219.7,11.0912,81250.0,2958.579881656805,7325.594500169052,465.6160458452722
1109,2017,445000,18.9,1197.0,82.0,114.0,11.7143,63571.42857142857,3903.5087719298244,5426.829268292683,371.7627401837928
1110,2016,600000,17.45,1493.0,100.0,240.0,12.5,75000.0,2500.0,6000.0,401.8754186202277
1111,2014,495000,19.01,1461.0,108.45,248.0,10.845,49500.0,1995.967741935484,4564.3153526970955,338.80903490759755
1112,2011,220000,12.6,1586.0,103.3,145.0,7.9462,16923.076923076922,1517.2413793103449,2129.7192642787995,138.71374527112232
1113,2011,260000,12.6,1586.0,103.3,145.0,7.9462,20000.0,1793.103448275862,2516.9409486931268,163.9344262295082
1114,2009,150000,17.92,1086.0,62.1,96.1,4.14,10000.0,1560.8740894901146,2415.4589371980674,138.12154696132598
1115,2011,200000,20.0,1399.0,68.0,160.0,5.2308,15384.615384615385,1250.0,2941.176470588235,142.9592566118656
1116,2012,285000,18.890787401574805,1418.9650590551182,89.08584830216535,163.6975246062992,7.4238,23750.0,1741.015941966376,3199.1613194648417,200.85061163506035
1117,2008,250000,20.0,1339.0,108.5,123.0,6.7812,15625.0,2032.520325203252,2304.147465437788,186.70649738610905
1118,2018,560000,21.4,1197.0,83.1,115.0,13.85,93333.33333333333,4869.565217391304,6738.8688327316495,467.8362573099415
1119,2016,500000,20.85,1197.0,83.14,115.0,10.3925,62500.0,4347.826086956522,6013.952369497233,417.7109440267335
1120,2013,270000,24.0,1120.0,70.0,160.0,6.3636,24545.454545454544,1687.5,3857.1428571428573,241.07142857142858
1121,2015,434999,20.85,1197.0,83.14,115.0,9.2378,48333.22222222222,3782.6,5232.126533557855,363.40768588137007
1122,2015,400000,16.9,1197.0,81.86,113.75,9.0956,44444.444444444445,3516.4835164835163,4886.391399951136,334.1687552213868
1123,2015,470000,26.59,1248.0,74.0,190.0,8.2222,52222.22222222222,2473.684210526316,6351.351351351352,376.6025641025641
1124,2015,480000,20.45,1461.0,83.8,200.0,9.3111,53333.333333333336,2400.0,5727.923627684964,328.5420944558522
1125,2008,105000,18.890787401574805,1086.0,62.0,96.1,3.875,6562.5,1092.6118626430803,1693.5483870967741,96.68508287292818
1126,2017,325000,27.28,1047.0,69.0,140.0,9.8571,46428.57142857143,2321.4285714285716,4710.144927536232,310.4106972301815
1127,2012,280000,18.890787401574805,1418.9650590551182,89.08584830216535,163.6975246062992,7.4238,23333.333333333332,1710.4718026336325,3143.035682281248,197.32691669409436
1128,2020,675000,20.7,1197.0,81.86,113.75,20.465,168750.0,5934.065934065934,8245.785487417543,563.9097744360902
1129,2009,170000,20.36,1197.0,78.9,111.8,5.26,11333.333333333334,1520.5724508050089,2154.6261089987324,142.0217209690894
1130,2014,819999,25.1,1498.0,98.6,200.0,9.86,81999.9,4099.995,8316.419878296147,547.3958611481976
1131,2016,650000,18.6,1197.0,81.83,114.7,10.2288,81250.0,5666.957279860506,7943.297079310766,543.0242272347535
1132,2013,200000,19.09,1396.0,69.0,135.0,6.2727,18181.81818181818,1481.4814814814815,2898.550724637681,143.26647564469914
1133,2014,500000,15.04,1598.0,103.2,153.0,10.32,50000.0,3267.97385620915,4844.961240310077,312.89111389236547
1134,2018,450000,23.84,1199.0,84.0,114.0,14.0,75000.0,3947.3684210526317,5357.142857142857,375.31276063386156
1135,2011,270000,21.1,1248.0,73.9,113.0,5.6846,20769.23076923077,2389.380530973451,3653.585926928281,216.34615384615384
1136,2015,480000,26.59,1248.0,74.0,190.0,8.2222,53333.333333333336,2526.315789473684,6486.486486486487,384.61538461538464
1137,2016,650000,26.59,1248.0,74.0,190.0,9.25,81250.0,3421.0526315789475,8783.783783783783,520.8333333333334
1138,2013,480000,23.4,1248.0,74.0,190.0,6.7273,43636.36363636364,2526.315789473684,6486.486486486487,384.61538461538464
1139,2016,700000,22.54,1396.0,88.73,219.7,11.0912,87500.0,3186.1629494765593,7889.101769412825,501.43266475644697
1140,2015,650000,20.77,1248.0,88.76,200.0,9.8622,72222.22222222222,3250.0,7323.118521856692,520.8333333333334
1141,2016,1000000,22.15,1498.0,108.6,250.0,13.575,125000.0,4000.0,9208.103130755066,667.5567423230974
1142,2012,170000,21.1,814.0,55.2,74.5,4.6,14166.666666666666,2281.8791946308725,3079.710144927536,208.84520884520884
1143,2017,610000,28.4,1248.0,74.0,190.0,10.5714,87142.85714285714,3210.5263157894738,8243.243243243243,488.78205128205127
1144,2014,350000,18.5,1197.0,85.8,114.0,8.58,35000.0,3070.1754385964914,4079.2540792540794,292.39766081871346
1145,2016,260000,22.74,796.0,47.3,69.0,5.9125,32500.0,3768.1159420289855,5496.828752642707,326.63316582914575
1146,2015,700000,20.4,1248.0,91.7,209.0,10.1889,77777.77777777778,3349.282296650718,7633.587786259542,560.8974358974359
1147,2018,678000,18.78,999.0,75.0,95.0,12.5,113000.0,7136.8421052631575,9040.0,678.6786786786787
1148,2015,800000,23.65,1248.0,88.5,200.0,9.8333,88888.88888888889,4000.0,9039.54802259887,641.025641025641
1149,2014,400000,23.59,1364.0,67.04,170.0,6.704,40000.0,2352.9411764705883,5966.587112171837,293.2551319648094
1150,2016,520000,18.6,1197.0,81.83,114.7,10.2288,65000.0,4533.565823888404,6354.637663448613,434.4193817878028
1151,2017,850000,19.61,1461.0,108.5,248.0,15.5,121428.57142857143,3427.4193548387098,7834.101382488479,581.7932922655715
1152,2017,830000,21.5,1497.0,108.5,260.0,15.5,118571.42857142857,3192.3076923076924,7649.769585253456,554.442217768871
1153,2018,430000,20.63,1198.0,67.0,104.0,11.1667,71666.66666666667,4134.615384615385,6417.910447761194,358.9315525876461
1154,2017,850000,22.77,1498.0,98.59,205.0,14.0843,121428.57142857143,4146.341463414634,8621.564053149406,567.4232309746328
1155,2017,650000,20.85,1197.0,83.14,115.0,11.8771,92857.14285714286,5652.173913043478,7818.1380803464035,543.0242272347535
1156,2008,120000,16.8,1493.0,110.0,24.0,6.875,7500.0,5000.0,1090.909090909091,80.37508372404555
1157,2016,730000,18.49,1493.0,100.0,240.0,12.5,91250.0,3041.6666666666665,7300.0,488.9484259879437
1158,2019,525000,20.89,1197.0,81.8,113.0,16.36,105000.0,4646.017699115044,6418.092909535452,438.5964912280702
1159,2015,600000,21.19,1396.0,88.73,220.0,9.8589,66666.66666666667,2727.2727272727275,6762.087230925279,429.7994269340974
1160,2019,500000,21.21,1197.0,81.8,113.0,16.36,100000.0,4424.778761061947,6112.469437652812,417.7109440267335
1161,2009,150000,17.92,1086.0,62.1,96.1,4.14,10000.0,1560.8740894901146,2415.4589371980674,138.12154696132598
1162,2015,409999,20.51,998.0,67.04,90.0,7.4489,45555.444444444445,4555.544444444445,6115.736873508353,410.82064128256513
1163,2016,625000,18.49,1493.0,100.0,240.0,12.5,78125.0,2604.1666666666665,6250.0,418.6202277294039
1164,2015,290000,25.17,799.0,53.3,72.0,5.9222,32222.222222222223,4027.777777777778,5440.9005628517825,362.95369211514395
1165,2015,500000,17.3,1497.0,117.3,145.0,13.0333,55555.555555555555,3448.2758620689656,4262.574595055414,334.001336005344
1166,2013,190000,21.1,814.0,55.2,74.5,5.0182,17272.727272727272,2550.3355704697988,3442.028985507246,233.41523341523342
1167,2014,525000,19.01,1461.0,108.5,248.0,10.85,52500.0,2116.935483870968,4838.709677419355,359.3429158110883
1168,2013,225000,21.79,998.0,67.05,90.0,6.0955,20454.545454545456,2500.0,3355.7046979865772,225.45090180360722
1169,2018,740000,27.39,1248.0,74.0,190.0,12.3333,123333.33333333333,3894.7368421052633,10000.0,592.9487179487179
1170,2016,550000,18.2,1199.0,88.7,110.0,11.0875,68750.0,5000.0,6200.676437429537,458.7155963302752
1171,2019,650000,22.0,1197.0,81.8,113.0,16.36,130000.0,5752.212389380531,7946.2102689486555,543.0242272347535
1172,2017,625000,16.78,1496.0,88.73,132.0,12.6757,89285.71428571429,4734.848484848485,7043.840865547165,417.7807486631016
1173,2018,600000,22.0,1197.0,81.8,113.0,13.6333,100000.0,5309.734513274337,7334.963325183375,501.2531328320802
1174,2017,450000,24.0,1186.0,73.97,190.24,10.5671,64285.71428571428,2365.4331370899913,6083.547384074625,379.4266441821248
1175,2019,779000,19.0,1199.0,88.76,110.0,17.752,155800.0,7081.818181818182,8776.475890040558,649.7080900750625
1176,2016,645000,14.3,1598.0,103.5,153.0,12.9375,80625.0,4215.686274509804,6231.884057971014,403.62953692115144
1177,2010,321000,16.8,1497.0,118.0,146.0,8.4286,22928.571428571428,2198.6301369863013,2720.3389830508477,214.42885771543087
1178,2017,585000,17.71,1197.0,78.9,104.0,11.2714,83571.42857142857,5625.0,7414.448669201521,488.7218045112782
1179,2011,225000,20.0,1399.0,68.0,160.0,5.2308,17307.69230769231,1406.25,3308.823529411765,160.8291636883488
1180,2017,500000,25.8,1498.0,98.6,200.0,14.0857,71428.57142857143,2500.0,5070.993914807303,333.7783711615487
1181,2016,756000,24.52,1248.0,88.5,200.0,11.0625,94500.0,3780.0,8542.372881355932,605.7692307692307
1182,2014,240000,22.74,796.0,47.3,69.0,4.73,24000.0,3478.2608695652175,5073.99577167019,301.5075376884422
1183,2019,800000,17.19,1197.0,81.86,114.73,16.372,160000.0,6972.892878933148,9772.782799902272,668.3375104427736
1184,2017,509999,18.9,1197.0,82.0,114.0,11.7143,72857.0,4473.675438596491,6219.5,426.0643274853801
1185,2019,650000,22.95,1248.0,74.0,190.0,14.8,130000.0,3421.0526315789475,8783.783783783783,520.8333333333334
1186,2011,210000,20.92,998.0,67.1,90.0,5.1615,16153.846153846154,2333.3333333333335,3129.657228017884,210.42084168336675
1187,2008,110000,19.7,796.0,46.3,62.0,2.8938,6875.0,1774.1935483870968,2375.8099352051836,138.19095477386935
1188,2017,665000,21.5,1497.0,108.5,260.0,15.5,95000.0,2557.6923076923076,6129.032258064516,444.2217768871075
1189,2017,555000,21.66,1498.0,108.62,250.0,15.5171,79285.71428571429,2220.0,5109.556251150801,370.4939919893191
1190,2017,560000,21.66,1498.0,108.62,250.0,15.5171,80000.0,2240.0,5155.588289449456,373.8317757009346
1191,2016,375000,25.32,1198.0,77.0,190.0,9.625,46875.0,1973.6842105263158,4870.12987012987,313.02170283806345
1192,2011,290000,18.890787401574805,1418.9650590551182,89.08584830216535,163.6975246062992,6.8528,22307.69230769231,1771.5600812991195,3255.286956648435,204.3743065760263
1193,2017,605000,28.4,1248.0,74.02,190.0,10.5743,86428.57142857143,3184.2105263157896,8173.466630640368,484.77564102564105
1194,2017,720000,17.5,1199.0,88.7,110.0,12.6714,102857.14285714286,6545.454545454545,8117.249154453213,600.5004170141785
1195,2017,800000,24.52,1248.0,88.5,200.0,12.6429,114285.71428571429,4000.0,9039.54802259887,641.025641025641
1196,2012,300000,18.5,1197.0,82.85,113.7,6.9042,25000.0,2638.5224274406332,3621.0018105009053,250.6265664160401
1197,2016,377000,25.83,1498.0,99.0,215.0,12.375,47125.0,1753.4883720930231,3808.080808080808,251.66889185580774
1198,2013,450000,16.02,1373.0,93.7,130.0,8.5182,40909.09090909091,3461.5384615384614,4802.561366061899,327.7494537509104
1199,2019,525000,20.14,1197.0,81.86,113.75,16.372,105000.0,4615.384615384615,6413.388712435866,438.5964912280702
1200,2016,570000,23.59,1364.0,67.05,170.0,8.3812,71250.0,3352.9411764705883,8501.118568232663,417.88856304985336
1201,2011,225000,20.0,1399.0,68.0,160.0,5.2308,17307.69230769231,1406.25,3308.823529411765,160.8291636883488
1202,2019,590000,20.14,1197.0,81.86,113.75,16.372,118000.0,5186.813186813187,7207.427314927926,492.8989139515455
1203,2019,800000,19.4,1194.0,94.93,120.0,18.986,160000.0,6666.666666666667,8427.262193194985,670.0167504187605
1204,2014,450000,18.2,1199.0,82.4,108.5,8.24,45000.0,4147.465437788019,5461.1650485436885,375.31276063386156
1205,2017,645000,18.6,1197.0,81.83,114.7,11.69,92142.85714285714,5623.365300784655,7882.194794085299,538.8471177944862
1206,2013,520000,23.4,1248.0,74.0,190.0,6.7273,47272.72727272727,2736.842105263158,7027.027027027027,416.6666666666667
1207,2013,200000,21.1,814.0,55.2,74.5,5.0182,18181.81818181818,2684.5637583892617,3623.188405797101,245.7002457002457
1208,2015,700000,17.4,1497.0,117.3,145.0,13.0333,77777.77777777778,4827.586206896552,5967.604433077579,467.6018704074816
1209,2016,459999,25.83,1498.0,99.0,215.0,12.375,57499.875,2139.5302325581397,4646.454545454545,307.0754339118825
1210,2014,325000,23.2,1248.0,73.94,190.0,7.394,32500.0,1710.5263157894738,4395.455774952665,260.4166666666667
1211,2015,350000,20.51,998.0,67.04,90.0,7.4489,38888.88888888889,3888.8888888888887,5220.763723150358,350.7014028056112
1212,2011,169000,18.0,995.0,62.0,90.3,4.7692,13000.0,1871.5393133997786,2725.8064516129034,169.84924623115577
1213,2013,350000,16.47,1198.0,73.9,110.0,6.7182,31818.18181818182,3181.818181818182,4736.129905277401,292.1535893155259
1214,2014,350000,19.68,1399.0,67.0,160.0,6.7,35000.0,2187.5,5223.880597014925,250.17869907076482
1215,2013,310000,20.0,1399.0,68.1,160.0,6.1909,28181.81818181818,1937.5,4552.129221732746,221.5868477483917
1216,2007,150000,18.890787401574805,1418.9650590551182,89.08584830216535,163.6975246062992,5.2403,8823.529411764706,916.3241799823031,1683.7691155078114,105.71084822897912
1217,2015,685000,19.12,1373.0,91.1,130.0,10.1222,76111.11111111111,5269.2307692307695,7519.2096597146,498.9075018208303
1218,2014,560000,19.72,1461.0,108.45,245.0,10.845,56000.0,2285.714285714286,5163.66989396035,383.2991101984942
1219,2013,470000,22.9,1248.0,74.0,190.0,6.7273,42727.27272727273,2473.684210526316,6351.351351351352,376.6025641025641
1220,2018,550000,22.0,1197.0,81.8,113.0,13.6333,91666.66666666667,4867.256637168141,6723.716381418093,459.4820384294068
1221,2015,350000,20.62,1198.0,67.0,104.0,7.4444,38888.88888888889,3365.3846153846152,5223.880597014925,292.1535893155259
1222,2017,500000,20.85,1197.0,83.14,115.0,11.8771,71428.57142857143,4347.826086956522,6013.952369497233,417.7109440267335
1223,2014,400000,21.66,1498.0,103.6,250.0,10.36,40000.0,1600.0,3861.0038610038614,267.022696929239
1224,2016,260000,25.17,799.0,53.3,72.0,6.6625,32500.0,3611.1111111111113,4878.048780487805,325.4067584480601
1225,2015,220000,22.74,796.0,47.3,69.0,5.2556,24444.444444444445,3188.4057971014495,4651.162790697675,276.3819095477387
1226,2014,190000,18.2,1248.0,73.8,172.5,7.38,19000.0,1101.4492753623188,2574.525745257453,152.24358974358975
1227,2016,400000,18.9,1197.0,82.0,114.0,10.25,50000.0,3508.7719298245615,4878.048780487805,334.1687552213868
1228,2014,170000,25.44,936.0,56.3,142.5,5.63,17000.0,1192.982456140351,3019.538188277087,181.6239316239316
1229,2019,650000,18.6,1197.0,81.86,117.0,16.372,130000.0,5555.555555555556,7940.386024920596,543.0242272347535
1230,2007,60000,16.1,796.0,37.0,59.0,2.1765,3529.4117647058824,1016.9491525423729,1621.6216216216217,75.37688442211055
1231,2012,125000,16.2,995.0,62.1,90.3,5.175,10416.666666666666,1384.2746400885935,2012.8824476650564,125.62814070351759
1232,2013,130000,18.890787401574805,1418.9650590551182,89.08584830216535,163.6975246062992,8.0987,11818.181818181818,794.1476226513294,1459.2665667734366,91.61606846511523
1233,2011,170000,19.7,796.0,46.3,62.0,3.5615,13076.923076923076,2741.935483870968,3671.70626349892,213.5678391959799
1234,2012,310000,19.3,1248.0,73.9,190.0,6.1583,25833.333333333332,1631.578947368421,4194.857916102841,248.39743589743588
1235,2011,130000,18.0,995.0,62.0,90.3,4.7692,10000.0,1439.6456256921374,2096.7741935483873,130.6532663316583
1236,2016,465000,20.51,998.0,67.04,90.0,8.38,58125.0,5166.666666666667,6936.157517899761,465.9318637274549
1237,2012,260000,20.2,998.0,67.1,90.0,5.5917,21666.666666666668,2888.8888888888887,3874.813710879285,260.52104208416836
1238,2017,325000,23.01,999.0,67.0,91.0,9.5714,46428.57142857143,3571.4285714285716,4850.746268656716,325.3253253253253
1239,2007,200000,17.88,1396.0,52.8,85.0,3.1059,11764.70588235294,2352.9411764705883,3787.878787878788,143.26647564469914
1240,2013,450000,17.21,1493.0,100.0,240.0,9.0909,40909.09090909091,1875.0,4500.0,301.4065639651708
1241,2016,340000,21.1,814.0,55.2,74.5,6.9,42500.0,4563.758389261745,6159.420289855072,417.6904176904177
1242,2013,280000,25.0,1396.0,69.0,140.0,6.2727,25454.545454545456,2000.0,4057.9710144927535,200.5730659025788
1243,2019,700000,19.5,1199.0,88.76,110.0,17.752,140000.0,6363.636363636364,7886.435331230284,583.8198498748958
1244,2012,259000,23.03,1396.0,69.0,140.0,5.75,21583.333333333332,1850.0,3753.623188405797,185.53008595988538
1245,2015,416000,17.01,1499.0,110.4,136.0,12.2667,46222.22222222222,3058.823529411765,3768.1159420289855,277.51834556370915
1246,2011,250000,19.0,1248.0,90.0,200.0,6.9231,19230.76923076923,1250.0,2777.777777777778,200.32051282051282
1247,2010,210000,21.12,1248.0,88.8,200.0,6.3429,15000.0,1050.0,2364.864864864865,168.26923076923077
1248,2012,220000,23.03,1396.0,69.0,140.0,5.75,18333.333333333332,1571.4285714285713,3188.4057971014495,157.59312320916905
1249,2012,246000,23.03,1396.0,69.0,140.0,5.75,20500.0,1757.142857142857,3565.217391304348,176.21776504297995
1250,2012,290000,21.02,1248.0,88.76,200.0,7.3967,24166.666666666668,1450.0,3267.237494366832,232.37179487179486
1251,2013,310000,25.0,1396.0,69.0,140.0,6.2727,28181.81818181818,2214.285714285714,4492.753623188406,222.06303724928367
1252,2018,700000,18.6,1197.0,81.83,114.7,13.6383,116666.66666666667,6102.877070619006,8554.31993156544,584.7953216374269
1253,2016,550000,20.4,1197.0,81.8,113.0,10.225,68750.0,4867.256637168141,6723.716381418093,459.4820384294068
1254,2017,450000,19.09,1405.0,69.01,135.0,9.8586,64285.71428571428,3333.3333333333335,6520.7940878133595,320.2846975088968
1255,2016,773000,17.8,1497.0,117.3,145.0,14.6625,96625.0,5331.0344827586205,6589.94032395567,516.3660654642619
